Species;MPIAM10.1_S.BCPHC;MPIAM11.1_N.BCPHC;MPIAM11.1_T.BCPHC;MPIAM1.1_S.BCPHC;MPIAM1.2_S.BCPHC;MPIAM1.3_N.BCPHC;MPIAM1.3_S.BCPHC;MPIAM1.4_S.BCPHC;MPIAM1.5_S.BCPHC;MPIAM2.1_S.BCPHC;MPIAM2.2_N.BCPHC;MPIAM2.2_T.BCPHC;MPIAM3.1_S.BCPHC;MPIAM4.1_S.BCPHC;MPIAM4.2_S.BCPHC;MPIAM4.3_S.BCPHC;MPIAM5.1_S.BCPHC;MPIAM5.2_S.BCPHC;MPIAM5.3_S.BCPHC;MPIAM5.5_S.BCPHC;MPIAM5.6_N.BCPHC;MPIAM5.6_S.BCPHC;MPIAM6.1_S.BCPHC;MPIAM6.2_N.BCPHC;MPIAM6.2_S.BCPHC;MPIAM6.5_N.BCPHC;MPIAM7.1_N.BCPHC;MPIAM7.1_S.BCPHC;MPIAM7.2_N.BCPHC;MPIAM7.2_S.BCPHC;MPIAM7.3_S.BCPHC;MPIAM7.4_S.BCPHC;MPIAM7.5_S.BCPHC;MPIAM7.6_S.BCPHC;MPIAM7.7_S.BCPHC;MPIAM8.1_N.BCPHC;MPIAM8.1_S.BCPHC;MPIAM8.2_N.BCPHC;MPIAM8.2_T.BCPHC;MPIAM9.1_N.BCPHC;MPIAM9.1_S.BCPHC;MPIAM9.1_T.BCPHC;MPIAM9.2_N.BCPHC;MPIAM9.2_T.BCPHC;MPIAW10.1_N.BCPHC;MPIAW10.1_S.BCPHC;MPIAW10.2_N.BCPHC;MPIAW10.2_S.BCPHC;MPIAW11.1_N.BCPHC;MPIAW11.1_T.BCPHC;MPIAW1.2_N.BCPHC;MPIAW1.2_T.BCPHC;MPIAW2.1_S.BCPHC;MPIAW3.1_S.BCPHC;MPIAW4.1_S.BCPHC;MPIAW5.1_N.BCPHC;MPIAW5.1_T.BCPHC;MPIAW5.2_N.BCPHC;MPIAW5.2_T.BCPHC;MPIAW6.1_N.BCPHC;MPIAW6.1_T.BCPHC;MPIAW7.1_N.BCPHC;MPIAW7.1_T.BCPHC;MPIAW8.1_N.BCPHC;MPIAW8.1_S.BCPHC;MPIAW9.1_N.BCPHC;MPIAW9.1_T.BCPHC;MPIAW9.2_N.BCPHC;MPIAW9.2_S.BCPHC;MPIBM1.2_S.BCPHC;MPIBM1.3_S.BCPHC;MPIBM1.4_S.BCPHC;MPIBM1.5_N.BCPHC;MPIBM1.5_S.BCPHC;MPIBM2.1_N.BCPHC;MPIBM2.1_T.BCPHC;MPIBM3.1_N.BCPHC;MPIBM3.1_T.BCPHC;MPIBM4.1_N.BCPHC;MPIBM4.1_S.BCPHC;MPIBM4.1_T.BCPHC;MPIBM5.1_N.BCPHC;MPIBM5.1_S.BCPHC;MPIBM6.1_N.BCPHC;MPIBM6.1_S.BCPHC;MPIBM6.2_N.BCPHC;MPIBM6.2_S.BCPHC;MPIBW1.1_S.BCPHC;MPIBW1.2_S.BCPHC;MPIBW3.1_N.BCPHC;MPIBW3.1_T.BCPHC;MPICM1.1_S.BCPHC;MPICM2.1_S.BCPHC;MPICM4.1_S.BCPHC;MPICM4.2_N.BCPHC;MPICM4.2_T.BCPHC;MPICM5.1_N.BCPHC;MPICM5.1_S.BCPHC;MPICM6.1_S.BCPHC;MPICW1.1_S.BCPHC;MPICW1.2_N.BCPHC;MPICW1.2_S.BCPHC;MPICW2.1_S.BCPHC;MPICW2.2_S.BCPHC;MPICW2.3_S.BCPHC;MPICW3.1_S.BCPHC;MPICW4.1_S.BCPHC;MPICW4.2_N.BCPHC;MPICW4.2_S.BCPHC;MPICW4.3_N.BCPHC;MPICW4.3_S.BCPHC;MPICW5.1_S.BCPHC;MPICW6.1_S.BCPHC;MPICW7.1_N.BCPHC;MPICW7.1_S.BCPHC;MPICW8.1_T.BCPHC;MPSAM1.1_S.BCPHC;MPSAM1.2_S.BCPHC;MPSAM1.3_S.BCPHC;MPSAM1.4_S.BCPHC;MPSAM1.5_S.BCPHC;MPSAM1.6_S.BCPHC;MPSAM1.7_N.BCPHC;MPSAM3.1_N.BCPHC;MPSAM3.1_T.BCPHC;MPSAM4.1_N.BCPHC;MPSAM4.1_T.BCPHC;MPSAM4.2_N.BCPHC;MPSAM4.2_T.BCPHC;MPSAM5.1_S.BCPHC;MPSAM5.2_N.BCPHC;MPSAM5.2_S.BCPHC;MPSAM5.2_T.BCPHC;MPSAM6.1_N.BCPHC;MPSAM6.1_T.BCPHC;MPSAM6.2_T.BCPHC;MPSAM7_T.BCPHC;MPSAW1.1_S.BCPHC;MPSAW1.2_S.BCPHC;MPSAW1.3_S.BCPHC;MPSAW1.4_S.BCPHC;MPSAW1.5_N.BCPHC;MPSAW1.5_T.BCPHC;MPSAW2.1_S.BCPHC;MPSAW2.2_S.BCPHC;MPSAW2.3_S.BCPHC;MPSAW2.4_S.BCPHC;MPSAW2.5_S.BCPHC;MPSAW2.6_S.BCPHC;MPSAW2.7_S.BCPHC;MPSAW2.8_N.BCPHC;MPSAW3.1_N.BCPHC;MPSAW3.1_T.BCPHC;MPSAW4.1_N.BCPHC;MPSAW4.1_T.BCPHC;MPSAW5.1_N.BCPHC;MPSAW5.1_T.BCPHC;MPSAW5.2_N.BCPHC;MPSAW5.2_T.BCPHC;MPSAW6.1_N.BCPHC;MPSAW6.1_S.BCPHC;MPSBM2.1_S.BCPHC;MPSBM3.2_N.BCPHC;MPSBM3.2_T.BCPHC;MPSBM4.1_N.BCPHC;MPSBM4.1_S.BCPHC;MPSBM4.2_S.BCPHC;MPSBW1.1_S.BCPHC;MPSBW1.2_S.BCPHC;MPSBW1.3_S.BCPHC;MPSBW1.4_S.BCPHC;MPSBW1.5_N.BCPHC;MPSBW1.5_T.BCPHC;MPSBW2.1_S.BCPHC;MPSBW2.2_N.BCPHC;MPSBW2.2_S.BCPHC;MPSCM2.1_S.BCPHC;MPSCM3.1_N.BCPHC;MPSCM3.1_S.BCPHC;MPSCM3.1_T.BCPHC;MPSCW1.1_S.BCPHC;MPSCW1.3_S.BCPHC;MPSCW1.4_N.BCPHC;MPSCW1.4_S.BCPHC;MPSCW2.1_S.BCPHC
Vibrio metschnikovii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0146;0;0;0;0;0;0;0;0;0;0;0;0.0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio mimicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio natriegens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio navarrensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio nigripulchritudo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio owensii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio panuliri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio parahaemolyticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio ponticus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio qinghaiensis;0;0;0;0;0;0;0;0;0;0;0;0;0.0532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio rotiferianus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio rumoiensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio scophthalmi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio spartinae;0;0;0;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio splendidus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio taketomensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18835;0.17074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vibrio tapetis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59732;0;0;0;0;0;0.07133;0;0;0;0.1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio tritonius;0;0;0;0;0;0;0.0515;0;0.0022;0;0;0;0.0445;0;1.0528;0;0.118;0;0.0065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0421;0;0;0;0;0;0;0;0;0;0.0096;0;0;0;0;0;0;0;0;0;0;0;0.0737;0;0;0;0;0;0.7892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18247;0;0;0;0;0;0.0259;0;0;0;0.00772;0;0;0;0.74357;0;0;0;0;0;0;0;0.38595;0;0;0;0.10498;0;0.65884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11562;0;0;0;
Vibrio tubiashii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2439;0;0.0352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Vibrio vulnificus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Victivallales bacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024;0;0;0;0;0;0;0;0;0;0.0688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virgibacillus dokdonensis;0;0;0;0;0;0;0;0.0942;0.0272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0089;0.0137;0;0;0;0;0.2345;0;0;0;0.1692;0.5308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6149;0.0235;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.03542;0;0;0;0;0;0;0;0;0;0;0.00263;0;0;0;0;0;0;0;0;0;0;0;0;0.01666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05883;0;0;0;0.08791;;0;0;0;0;0;0;0.09823;0;0;0;0;0;0;0;0;0;0.01755;0;0;0;0;0;0
Virgibacillus halodenitrificans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1038;0;0.015;0;0.0057;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0474;0;0.1245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Virgibacillus necropolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0111;0;0;0;0;0;0;0;0;0;0;0.0583;0;0;0;0;0;0;0;0;0;0;0;0;0.1938;0.0029;0.0537;0;0;0;0;0;0;0;0;0;0;0;0;0.0623;0;0;0;0;0;0;0;0;0;0;0;0;0.3022;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12949;0;0;0;0;0;0;0;0;0.03003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0.03002;0;0;0;0;0;0;0.01725;0;0;0;0;0;0.00091
Virgibacillus phasianinus;0;0;0;0;0;0;0.0375;0.3948;0.1707;0.0027;0;0;0;0;0;0;0.0052;0.0042;0;0;0;0;0;0;0;0;0;0.0592;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2854;0;0;0;0;0;0;0;0;0;0;0;0.0286;0;0;0;0;0.2456;0;0;0;0.0886;0.8338;0;0;0.0664;0;0.2003;0;0;0;0;0;0;0;0;0;0;1.288;0;0;0;0;0;0;0;0;0;0;0.0975;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05624;0;0;0;0;0;0;0;0.10467;0;0;0;0;0.02097;0;0;0;0.08479;0;0;0;0;0;0;0;0;0.02531;0;0.01292;0;0;0;0;0;0;0;0;0;0;0;0;0.13365;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.05144;0;0;0;0;0.00174;0;0.09506;0;0;0;0;0;0;0;0;0
Vitreoscilla filiformis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00991;0;0.0019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.06711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vulgatibacter incomptus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09744;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00091
