Species;MPIAM10.1_S.BCPHC;MPIAM11.1_N.BCPHC;MPIAM11.1_T.BCPHC;MPIAM1.1_S.BCPHC;MPIAM1.2_S.BCPHC;MPIAM1.3_N.BCPHC;MPIAM1.3_S.BCPHC;MPIAM1.4_S.BCPHC;MPIAM1.5_S.BCPHC;MPIAM2.1_S.BCPHC;MPIAM2.2_N.BCPHC;MPIAM2.2_T.BCPHC;MPIAM3.1_S.BCPHC;MPIAM4.1_S.BCPHC;MPIAM4.2_S.BCPHC;MPIAM4.3_S.BCPHC;MPIAM5.1_S.BCPHC;MPIAM5.2_S.BCPHC;MPIAM5.3_S.BCPHC;MPIAM5.5_S.BCPHC;MPIAM5.6_N.BCPHC;MPIAM5.6_S.BCPHC;MPIAM6.1_S.BCPHC;MPIAM6.2_N.BCPHC;MPIAM6.2_S.BCPHC;MPIAM6.5_N.BCPHC;MPIAM7.1_N.BCPHC;MPIAM7.1_S.BCPHC;MPIAM7.2_N.BCPHC;MPIAM7.2_S.BCPHC;MPIAM7.3_S.BCPHC;MPIAM7.4_S.BCPHC;MPIAM7.5_S.BCPHC;MPIAM7.6_S.BCPHC;MPIAM7.7_S.BCPHC;MPIAM8.1_N.BCPHC;MPIAM8.1_S.BCPHC;MPIAM8.2_N.BCPHC;MPIAM8.2_T.BCPHC;MPIAM9.1_N.BCPHC;MPIAM9.1_S.BCPHC;MPIAM9.1_T.BCPHC;MPIAM9.2_N.BCPHC;MPIAM9.2_T.BCPHC;MPIAW10.1_N.BCPHC;MPIAW10.1_S.BCPHC;MPIAW10.2_N.BCPHC;MPIAW10.2_S.BCPHC;MPIAW11.1_N.BCPHC;MPIAW11.1_T.BCPHC;MPIAW1.2_N.BCPHC;MPIAW1.2_T.BCPHC;MPIAW2.1_S.BCPHC;MPIAW3.1_S.BCPHC;MPIAW4.1_S.BCPHC;MPIAW5.1_N.BCPHC;MPIAW5.1_T.BCPHC;MPIAW5.2_N.BCPHC;MPIAW5.2_T.BCPHC;MPIAW6.1_N.BCPHC;MPIAW6.1_T.BCPHC;MPIAW7.1_N.BCPHC;MPIAW7.1_T.BCPHC;MPIAW8.1_N.BCPHC;MPIAW8.1_S.BCPHC;MPIAW9.1_N.BCPHC;MPIAW9.1_T.BCPHC;MPIAW9.2_N.BCPHC;MPIAW9.2_S.BCPHC;MPIBM1.2_S.BCPHC;MPIBM1.3_S.BCPHC;MPIBM1.4_S.BCPHC;MPIBM1.5_N.BCPHC;MPIBM1.5_S.BCPHC;MPIBM2.1_N.BCPHC;MPIBM2.1_T.BCPHC;MPIBM3.1_N.BCPHC;MPIBM3.1_T.BCPHC;MPIBM4.1_N.BCPHC;MPIBM4.1_S.BCPHC;MPIBM4.1_T.BCPHC;MPIBM5.1_N.BCPHC;MPIBM5.1_S.BCPHC;MPIBM6.1_N.BCPHC;MPIBM6.1_S.BCPHC;MPIBM6.2_N.BCPHC;MPIBM6.2_S.BCPHC;MPIBW1.1_S.BCPHC;MPIBW1.2_S.BCPHC;MPIBW3.1_N.BCPHC;MPIBW3.1_T.BCPHC;MPICM1.1_S.BCPHC;MPICM2.1_S.BCPHC;MPICM4.1_S.BCPHC;MPICM4.2_N.BCPHC;MPICM4.2_T.BCPHC;MPICM5.1_N.BCPHC;MPICM5.1_S.BCPHC;MPICM6.1_S.BCPHC;MPICW1.1_S.BCPHC;MPICW1.2_N.BCPHC;MPICW1.2_S.BCPHC;MPICW2.1_S.BCPHC;MPICW2.2_S.BCPHC;MPICW2.3_S.BCPHC;MPICW3.1_S.BCPHC;MPICW4.1_S.BCPHC;MPICW4.2_N.BCPHC;MPICW4.2_S.BCPHC;MPICW4.3_N.BCPHC;MPICW4.3_S.BCPHC;MPICW5.1_S.BCPHC;MPICW6.1_S.BCPHC;MPICW7.1_N.BCPHC;MPICW7.1_S.BCPHC;MPICW8.1_T.BCPHC;MPSAM1.1_S.BCPHC;MPSAM1.2_S.BCPHC;MPSAM1.3_S.BCPHC;MPSAM1.4_S.BCPHC;MPSAM1.5_S.BCPHC;MPSAM1.6_S.BCPHC;MPSAM1.7_N.BCPHC;MPSAM3.1_N.BCPHC;MPSAM3.1_T.BCPHC;MPSAM4.1_N.BCPHC;MPSAM4.1_T.BCPHC;MPSAM4.2_N.BCPHC;MPSAM4.2_T.BCPHC;MPSAM5.1_S.BCPHC;MPSAM5.2_N.BCPHC;MPSAM5.2_S.BCPHC;MPSAM5.2_T.BCPHC;MPSAM6.1_N.BCPHC;MPSAM6.1_T.BCPHC;MPSAM6.2_T.BCPHC;MPSAM7_T.BCPHC;MPSAW1.1_S.BCPHC;MPSAW1.2_S.BCPHC;MPSAW1.3_S.BCPHC;MPSAW1.4_S.BCPHC;MPSAW1.5_N.BCPHC;MPSAW1.5_T.BCPHC;MPSAW2.1_S.BCPHC;MPSAW2.2_S.BCPHC;MPSAW2.3_S.BCPHC;MPSAW2.4_S.BCPHC;MPSAW2.5_S.BCPHC;MPSAW2.6_S.BCPHC;MPSAW2.7_S.BCPHC;MPSAW2.8_N.BCPHC;MPSAW3.1_N.BCPHC;MPSAW3.1_T.BCPHC;MPSAW4.1_N.BCPHC;MPSAW4.1_T.BCPHC;MPSAW5.1_N.BCPHC;MPSAW5.1_T.BCPHC;MPSAW5.2_N.BCPHC;MPSAW5.2_T.BCPHC;MPSAW6.1_N.BCPHC;MPSAW6.1_S.BCPHC;MPSBM2.1_S.BCPHC;MPSBM3.2_N.BCPHC;MPSBM3.2_T.BCPHC;MPSBM4.1_N.BCPHC;MPSBM4.1_S.BCPHC;MPSBM4.2_S.BCPHC;MPSBW1.1_S.BCPHC;MPSBW1.2_S.BCPHC;MPSBW1.3_S.BCPHC;MPSBW1.4_S.BCPHC;MPSBW1.5_N.BCPHC;MPSBW1.5_T.BCPHC;MPSBW2.1_S.BCPHC;MPSBW2.2_N.BCPHC;MPSBW2.2_S.BCPHC;MPSCM2.1_S.BCPHC;MPSCM3.1_N.BCPHC;MPSCM3.1_S.BCPHC;MPSCM3.1_T.BCPHC;MPSCW1.1_S.BCPHC;MPSCW1.3_S.BCPHC;MPSCW1.4_N.BCPHC;MPSCW1.4_S.BCPHC;MPSCW2.1_S.BCPHC
Lactobacillus agilis;0;0.0418;0;0.0202;0.007;0;0.2095;3.6739;0.3972;0;0;0;0;0;0;0.004;0.029;0.0236;0;0;0;0;0;0;0;0;0;0.1985;0;0;0.01;0.0058;0.1016;0;0;0;0;0;0.1157;0;0;0.7082;0;0;0;0;0;0;0;0.2865;0;0.7686;0.0349;0.4261;0;0;0;0;0;0;0;0;0.9892;5.6904;0;0;0;0;0;0.0041;0;0;0;0.0048;0;0;0;0;0;6.5928;0;0;0;0;0;0;0;0;0;0;0;0;;0.02891;0;1.65713;0;0;0;0;0;0;0;0;0;0;0;0;0.2348;0;0;0.31407;0;0;0;0.27527;0.01638;0;0;0.2273;0;0.06793;0;0;0.19521;0;0;0;0.26305;0;0;0;0;0;0;0;0.21466;0.18847;0.14887;0.12328;0.06923;0;0;0.00989;0;0.00546;0;0;0;0;0;0;0;0;0.28223;0;0;0;0;0;0.17137;;0;0;0;0.00727;0;0.01279;0.95743;0.00529;0;0.11908;0;0;0;0;0;0;0;0;0;0;0;0;0.00903
Lactobacillus alimentarius;0;0;0;0.0189;0;0;0;0.5165;0;0.0048;0;0;0;0.0057;0;0;0;0;0;0;0;0;0.005;0;0;0;0;0.0413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0109;0.0749;0;0;0;0;0;0;0;0;0;0.9696;0;0;0.1158;0;0.1747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.25883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29434;0;0;0;0;0;0.0114;0;0.06086;0;0;0;0;0;0;0;0;0.19722;0;0;0;0;0;0;0;0;0.04416;0.0279;0.00282;0.00865;0;0;0;0;0.01023;0;0;0;0;0;0;0.11657;0;0;0;0;0;0;0;0.1606;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus allii;0;0;0;0.0353;0;0;0.0609;2.4047;0.1387;0.0222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0193;0;0;0;0;0;0;0;0;0;0;0.101;0;0.0832;0.7726;0;0;0;0;0;0;0;0;0;0;0;0.1395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1627;0;0;0;0;0;0;0;0;0;0;3.6615;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.12052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52152;0;0;0;0;0;0;0.34007;0;0;0;0;0.03407;0;0;0;0.04592;0.11205;0;0;0;0;0;0;0.18734;0;0.07796;0.02099;0.01611;0;0;0.01726;0;0.04761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0.00635;0;0.01116;0.33423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00315
Lactobacillus amylophilus;0;0;0.1502;0;0.0283;0;0.0948;21.9557;3.7405;0.0069;0;0;0;0;0;0.0027;0;0;0.029;0;0;0;0;0;0;0;0;0.0599;0;0;0.0273;0.0078;0.1273;0;0;0;0;0;0.3142;0;0.1295;0.9619;0;0;0;0;0;0;0;0;0;0;0.0237;0.2532;0.0165;0;0;0;0.6208;0;0;0;0.4478;1.4052;0;0;0.1678;0;0;0;0;0;0;0;0;0;0;0;0;6.5124;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;2.43831;0;0;0;0;0;0;0;0;0;0;0;0;0.31891;0;0;0.42658;0;0;0.2354;0;0;0;0;0.30873;0;0;0;0;1.69688;0;0;0;0.14291;0;0;0;0;0;0;0;0;0.08533;0;0.03267;0.00627;0;0;0.01343;0;0.03335;0;0;0;0;0;0;0.8447;0;0;0;0;0;0;0;0.23276;;0;0;0;0;0;0.01737;0.78024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus amylovorus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6642;0;0;0.2133;0.0306;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus animalis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.475;0.7047;0.1519;0.0508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.29924;14.43732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lactobacillus apis;0;0;0;0;0.0045;0;0;0.7161;0.1032;0.0066;0;0;0;0;0;0;0;0.0102;0;0.0482;0;0;0;0;0;0;0;0;0;0;0;0;0.0203;0;0;0;0;0;0;0;0;0.2301;0;0;0;0;0;0;0;0.1862;0;0;0.0151;0.1038;0;0;0;0;0.594;0;0;0;0.2142;0;0;0;0;0;0.4844;0;0;0;0;0;0;0;0;0;0;3.1155;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.26918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01064;0;0;0.0422;0;0;0;0;0.05074;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15477;0.01563;0.006;0;0;0;0;0;0;0;0;0;0;0;0.32328;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.12442;0;0.02119;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus bombi;0;0;0;0;0;0;0.2487;1.3087;0.3459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0262;0;0;0;0;0.0093;0;0;0;0;0.1045;0.4121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1265;0;0;0;0;0;0;0;0;0.1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4048;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.40992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24861;0;0;0;0.10895;0;0;0;0.07711;0;0;0;0;0.23178;0;0;0;0.06247;0;0;0;0;0;0;0;0;0.14919;0.03535;0.03927;0.00548;0;0;0;0;0.00972;0;0;0;0;0;0;0;0;0;0;0.13616;0;0;0;0.20348;;0;0;0;0;0;0;0.22736;0;0.03871;0;0.17043;0;0;0;0;0;0.04061;0;0;0;0;0;0.00214
Lactobacillus brevis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus buchneri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus casei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00437;0.00435;0;0;0;0;0;0;0;0.09644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus coryniformis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28478;0;0;0;0;0;0.01973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus crispatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0749;0;0;0;0;0;0;0.197;0.1872;0;0;0;0;0;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus crustorum;0;0;0;0;0.0034;0;0;0.3553;0.1793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0077;0;0;0.0076;0;0;0;0;0;0.2238;0;0;0.5137;0;0;0;0;0;0;0;0.1386;0;0;0.0112;0.0773;0;0;0;0;0;0;0;0;0.6378;0.5003;0;0;0.1195;0;0.3605;0;0;0;0;0;0;0;0;0;0;20.8681;0.0444;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.26712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30376;0;0;0.16762;0.08874;0;0;0;0.25125;0;0;0;0;0.11328;0;0;0;0.40707;0;0;0;0;0;0;0;0;0.01519;0;0.03199;0;0;0;0;0;0.00264;0;0;0;0.16255;0;0;0.1203;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.01237;0.1852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus curieae;0;0;0;0;0;0;0.0729;0;0.0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023;0;0;0;0;0;0;0;0;0;0;0.1207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6255;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.00711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01639;0.12429;0.00628;0;0;0;0.01032;0;0.02562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.39966;0.00552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus curvatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3801;0;0;0;0;0;0;0;0;0;0;0.2159;0.0305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus delbrueckii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus dextrinicus;0;0;0;0;0.0041;0;0.0831;0.4374;0.0946;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0064;0;0;0;0;0.1313;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4216;0;0;0;0;0;0;0;0;0;0;0.0069;0;0;0;0;0;0;0.0893;0;0;0.3926;3.6956;0;0;0;0;0.2219;0;0;0;0;0;0;0;0;0;0;0.7136;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.49327;0;0;0;0;0;0;0;0.0047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15465;0;0;0;0;0;0;0;0;0.06264;0;0;0;0;0;0;0;0;0.0187;0;0.00358;0.02748;0;0;0;0;0;0;0;0;0;0;0;0.1481;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.79797;0;0;0;0;0;0;0;0;0;0.04072;0;0;0;0;0;0
Lactobacillus farciminis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0992;0;0;0.1518;0;0;0;0;0;0;0;0;0;0;0.005;0.0228;0;0;0;0;0;0;0;0;0;0.8868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04509;0;0;0;0;0;0;0;0;0;0.02552;0.00258;0.00396;0;0;0;0;0.00234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus fermentum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074;0.0665;0;0;0;0;0.6452;0.414;0.2773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00301;0;0;0.00814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02535;0;0;0.01154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus fructivorans;0;0;0;0;0;0;0;0.2893;0.0417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1386;0.1822;0;0;0.5577;0;0;0;0;0;0;0;0;0;0;0;0.1258;0;0;0;0;0;0;0;0;0;1.6295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9439;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.43498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02474;0.09379;0.02841;0;0;0;0;0;0;0;0;0;0;0;0;0.58769;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus frumenti;0;0;0;0;0.0043;0;0;5.9593;0.1322;0;0;0;0;0;0;0.0025;0;0;0;0;0;0;0;0;0;0;0;0.055;0;0;0;0.0036;0;0;0;0;0;0;0;0;0;1.3255;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1724;0;0;0;0;0;0;0;1.9364;0;0;0;0;0;0;0.0133;0;0;0;0;0;0;0;0;11.2175;0;0;0;0;0;0;0;0;0;0;0.6796;0;;0;0;0.25846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26125;0;0;0;0;0;0;0;0.81034;0;0;0;0;0.04871;0;0;0;0.19693;0;0;0;0;0;0;0;1.33921;0.41153;0;0.02626;0;0;0;0.1234;0;0.41185;0;0;0;0;0;0;0.1552;0;0;0;0;0;0;0;0;;0;0;0.13265;0;0;0;0;0.0264;0.02034;0;0;0;0;0;0.01273;0;0.08535;0.15495;0;0;0;0;0.00225
Lactobacillus futsaii;0;0;0;0;0;0;0.4179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0943;0;0;0.0086;0;0;0;0;0;0;0;0;0;0;0.6055;0;0;0;0;0;0;0;0;0;0;0;0;0.0104;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1594;0;0;0;0;0;0;0;0;0;0;2.5621;0;0;0;0.0978;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20075;0;0;0;0;0;0;0;0;0;0;0.11105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01343;0.02546;0.00514;0.01184;0;0;0;0;0.00233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.09089;0;0;0;0;0.00452;0;0;0;0;0;0;0;0;0.02924;0;0;0;0;0;0.00154
Lactobacillus gallinarum;0;0;0;0;0;0;0;19.9401;0.025;0.0096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1315;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.00586;0;0;0;0.00373;0;0;0.00969;0;0;0;0;0;0;0;0;0.86612;0;0.01148;0;13.67036;0;0.06412;0;0;0;0;0;0;0;0.24239;0;0;0;0;0;0;0;0.07413;0;0;0;0;0;0.01867;0;0.15965;0.00403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0.03995;0.04616;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus gasseri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0931;0.0306;0;0;0;0.0053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12919;0.10186;0;0;0;0;0;0;0;0;0.00927;0.00913;0;0;0;0.10587;0.08115;0;0;0;0.0169;0.00333;0;0;0;0;0;0;0;0;0.03098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
