Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF12s1
Corynebacterium variabile;0;0;0;0.0002;0.0002;0.0002;0;0.0004;0;0;0.0025;0.0001;0;0;0.0029;0.0001;0;0;0.0008;0.0021;0.0016;0;0.0001;0.0001;0;0.0028;0;0.0002;0;0.0019;0;0;0.0007;0.0007;0.0057;0;0.002;0.0003;0.0016;0.0061;0.0289;0.0009;0.0273;0.061;0.1019;0.0006;0.0033;0.0037;0.0058;0.0032;0.0025;0.006;0.0053;0.0001;0;0.0021;0.0001;0.0035;0.0002;0.0001;0.0079;0.0003;0.015;0.0006;0.0037;0.0032;0.0006;0.0535;0.0052;0;0.006;0;0.0004;0.0488;0.0002;0;0.0005;0.0001;0;0.0002;0.0051;0.0001;0;0.0005;0.0024;0;0.0002;0;0;0;0;0.0007
Corynebacterium uterequi;0;0;0;0.0011;0.0006;0.0023;0;0.0045;0;0.0001;0.0297;0.0009;0;0;0.0111;0.0001;0;0;0;0.0008;0.0007;0.0001;0;0.0002;0;0.0104;0.0002;0.0007;0.0001;0.0034;0;0;0.0037;0.0017;0.0111;0.0002;0.0009;0.0059;0.0185;0.0222;0.5529;0.0005;0.0214;0.9521;0.0152;0.0006;0.0167;0.0072;0.0133;0.0096;0.0074;0.0059;0.0058;0.0004;0.0048;0.0036;0;0.0128;0.0009;0.0009;0.0505;0.0005;0.3516;0.0006;0.0292;0.0011;0.0008;0.2203;0.0147;0;0.0166;0;0.0087;0.3558;0;0.0004;0.0039;0.0004;0.0003;0.0009;0;0;0;0.0004;0.0043;0;0;0;0.0001;0;0.0011;0.0018
Corynebacterium ureicelerivorans;0;0;0;0.0001;0;0.0005;0.0256;0;0.0004;0.0001;0.0021;0.0001;0;0;0.0025;0.0001;0;0.0002;0;0.0036;0.0024;0;0.0005;0.0002;0;0.0014;0;0.0003;0.0003;0.0002;0.002;0;0.0168;0.0022;0.0004;0.0002;0.0029;0.0023;0.0141;0.0053;0.1195;0.001;0.0071;1.1481;0.1292;0.0003;0;0.0076;0.0038;0.0006;0.0038;0.0018;0.0015;0.0006;0.0111;0.0038;0.0001;0.0054;0.0014;0.0008;0.0079;0.0034;0.0075;0.005;0.0592;0.0656;0.0006;0.013;0.1323;0.0004;0.001;0.0004;0.004;0.1765;0;0.0024;0.0007;0.0005;0;0.002;0.0001;0.0003;0;0;0.0012;0.0002;0.0008;0;0.0002;0;0.0002;0.0054
Corynebacterium urealyticum;0;0;0;0;0;0.0014;0;0.0017;0;0;0.0043;0.0003;0;0;0.0003;0;0;0.0001;0;0.0004;0;0;0;0;0;0.0065;0;0.0003;0;0.0005;0.0017;0;0.0005;0.0016;0.0035;0;0;0.0094;0.01;0.0074;0.0314;0.0004;0.0477;0;0.3341;0.0001;0.0024;0.0013;0.0008;0.0006;0.0021;0.0008;0.001;0;0.0019;0.0016;0;0.0132;0.0014;0.0005;0.0051;0.001;0.0399;0.0003;0.0122;0.0234;0.0014;0.0075;0.1161;0;0.001;0.0016;0.0032;0.0236;0.0004;0.0008;0.0033;0.0001;0.0004;0.0051;0.0001;0;0;0.0001;0.0023;0.0002;0;0;0.0001;0;0.0002;0
Corynebacterium ulcerans;0;0;0;0;0;0;0;0;0;0;0.0423;0.0001;0;0;0.0062;0;0;0.0003;0;0.0037;0.0007;0;0;0.0002;0;0.0003;0;0.0005;0;0.0002;0.0002;0;0;0.0012;0.0015;0;0;0;0.0033;0.0016;0.0099;0;0.0491;0.4324;0.0074;0.0003;0.0018;0.0013;0.0012;0.0011;0.001;0.0011;0.0011;0;0.0009;0.0002;0.0001;0.0037;0.0004;0;0.0006;0.0001;0.0309;0;0.0116;0.0066;0.004;0.0781;0.0071;0;0.0023;0;0.0066;0.1385;0.0003;0.0044;0.0073;0.0002;0.0017;0.0072;0;0;0;0;0.0006;0.0004;0;0;0;0;0;0
Corynebacterium testudinoris;0;0;0.0002;0.0003;0.0003;0.0006;0;0.0037;0;0;0.0113;0.0007;0;0;0.0057;0;0;0.0009;0;0.0019;0.0013;0;0;0.0005;0;0.0087;0.0002;0.0009;0.0005;0.0041;0;0;0.0014;0.002;0.0092;0;0;0.0007;0.0056;0.0115;0.3915;0.0003;0.0024;0.7439;0.0271;0.0014;0.0107;0.0047;0.0132;0.0056;0.0106;0.0056;0.0087;0.0001;0.0034;0.0013;0.0001;0.0048;0.0008;0.0006;0.0139;0.0007;0.12;0.0002;0.0201;0.0031;0.001;0.161;0.013;0;0.0068;0.0002;0.0033;0.0739;0;0.0003;0.0014;0.0002;0;0.0014;0;0;0;0.0002;0.0048;0;0;0;0.0003;0;0.0007;0.0025
Corynebacterium terpenotabidum;0;0;0;0;0.0003;0.0004;0;0.0002;0;0;0;0.0001;0;0;0.0018;0;0;0.004;0;0.0007;0;0;0;0.0001;0.0001;0.0006;0;0.0003;0;0.002;0.0023;0;0;0.002;0.001;0;0;0.0068;0.0162;0.0006;0.045;0;0.0705;0.0761;0.261;0.0004;0.0073;0.0009;0.002;0.002;0.0011;0.0028;0.0038;0;0.0025;0.0011;0.0001;0.002;0.001;0.0002;0.0027;0;0.0375;0.0005;0.0152;0.0282;0.0026;0.056;0.158;0;0.0021;0;0.0038;0.1544;0;0.0037;0.0057;0.0003;0.0003;0.0096;0;0;0;0.0002;0.0008;0;0;0;0.0001;0;0;0.0041
Corynebacterium striatum;0;0.0001;0;0.0002;0;0.0004;0;0.001;0;0;0.0009;0;0;0;0.0005;0.0001;0;0.0006;0;0.0022;0;0;0;0;0.0001;0.0038;0;0.0004;0.0001;0.0041;0;0;0.0028;0.0002;0.0037;0;0.0024;0.0048;0.0076;0.0171;0.0135;0.0003;0.0105;0.0886;0.1001;0.0003;0.002;0.0011;0.0013;0.003;0.0013;0.0017;0.0034;0.0001;0.0008;0.0003;0;0.0026;0.0004;0.0003;0.0033;0.0005;0.0872;0.0005;0.0187;0.006;0.0014;0.1138;0.2219;0;0.0021;0.0002;0.0022;0.0486;0;0.0007;0.0037;0.0001;0.0009;0.0022;0;0.0001;0;0.0001;0.0002;0;0;0;0.0001;0;0.0003;0.0004
Corynebacterium stationis;0;0;0;0.0003;0;0;0;0.0002;0;0;0.0041;0;0;0.0001;0.0002;0;0.0001;0;0;0.0018;0;0;0;0;0;0.0011;0;0.0001;0;0;0;0;0;0.0004;0.0006;0;0.0008;0;0.0029;0.0022;0.0043;0.0002;0.0272;0;0.1355;0;0.0004;0;0.0009;0.0005;0.0004;0.0009;0.001;0;0.0048;0.0002;0;0.0023;0;0;0.0016;0.0008;0.006;0.0002;0.0124;0.0029;0.0016;0.0124;0.0249;0;0;0.0002;0.0011;0.0039;0;0.0006;0.0019;0;0;0.0005;0;0.0001;0;0;0.0012;0.0002;0;0;0;0;0;0.0016
Corynebacterium sphenisci;0;0;0.0002;0.0006;0;0.0015;0;0.0026;0;0;0.0024;0.0003;0;0;0.0016;0;0;0.0019;0;0.0043;0.0007;0;0;0.0001;0;0.0094;0;0.0008;0;0.001;0;0;0.001;0.001;0.0085;0;0.0009;0.0027;0.0145;0.0145;0.0621;0.0003;0.0137;0.1076;0;0.0007;0.0121;0.0024;0.0036;0.0143;0.0021;0.0025;0.0042;0;0.0018;0.001;0;0.0052;0.0008;0;0.0134;0.001;0.0927;0.0005;0.0211;0.0011;0.0013;0.1826;0.0034;0;0.0102;0;0.0052;0.3619;0;0.0021;0.0049;0.0002;0.0013;0.0012;0;0;0;0.0004;0;0.0003;0;0;0.0005;0.0002;0;0.0013
Corynebacterium sp;0;0;0;0.0002;0;0.0018;0;0.0016;0;0;0.0035;0;0;0;0.0046;0;0;0.002;0;0.0037;0.0029;0;0;0.0005;0;0.004;0;0.0006;0.0004;0.001;0.0002;0;0.0021;0.0007;0.0037;0;0.0081;0.0022;0.0068;0.0023;0.0301;0.0002;0.017;0;0.1266;0.0001;0.0045;0.0016;0.0025;0.0083;0.002;0.004;0.0028;0.0001;0.0084;0.001;0;0.0036;0.0018;0.0004;0.011;0.0006;0.0139;0.0019;0.0429;0.0101;0.0021;0.0743;0.0574;0;0.0046;0;0.0012;0.0045;0.0003;0.0004;0.0051;0.0001;0.0003;0.0018;0.0002;0.0005;0;0;0.0008;0.0002;0;0;0;0.0001;0;0.0023
Corynebacterium singulare;0;0;0;0.0005;0.0002;0.0002;0.0206;0.0005;0;0;0.0142;0.0001;0;0;0.0015;0.0001;0;0.0006;0;0.0022;0.0006;0;0;0;0;0.002;0.0004;0.0011;0;0.0012;0.0051;0;0.0004;0.0003;0.001;0;0.0087;0.0069;0.0114;0.0091;0.1794;0.0002;0.0377;0;0.0195;0.0006;0.0016;0.0036;0.0055;0.0015;0.0037;0.0041;0.0035;0;0.0041;0.0009;0;0.0016;0.0029;0.0005;0.0016;0.0002;0.088;0.0014;0.0398;0.0333;0.0033;0.0586;0.21;0;0.0061;0.0008;0.0085;0.0118;0;0.001;0.0042;0.0003;0.0018;0.0069;0.0001;0.0001;0;0.0002;0.0012;0;0.0002;0;0;0;0.0004;0.0008
Corynebacterium simulans;0;0;0;0.0001;0;0.0004;0;0;0.0003;0;0.0009;0.0003;0;0;0.0033;0;0;0.0104;0.002;0.0007;0.0046;0;0;0;0;0.0042;0;0.0003;0.0001;0.0011;0;0.0001;0.0023;0.0005;0.003;0;0.0041;0;0.0031;0.0035;0.0271;0.0003;0.0165;0.4589;0.0067;0.0006;0.0037;0.0017;0.0043;0.005;0.0036;0.0046;0.0059;0;0.0017;0.0017;0;0.0018;0.001;0.0002;0.0149;0.0001;0.1161;0.0012;0.0094;0.0071;0.0014;0.0497;0.0713;0;0.0008;0.0003;0.0005;0.0367;0;0.0007;0.0012;0;0;0;0.0002;0.0001;0;0.0001;0.0005;0;0;0;0.0003;0;0.0001;0.0004
Corynebacterium resistens;0;0.0003;0;0.0005;0;0.0009;0;0.001;0;0;0.0042;0.0001;0;0;0.0005;0;0;0.0016;0;0.0008;0;0;0;0;0;0.0003;0.0002;0.0008;0.0001;0.0005;0.0007;0;0.0005;0.0002;0.0007;0;0;0.0014;0.0005;0.0043;0.0429;0;0.0509;0;0.3538;0.0003;0.0013;0.0018;0.0286;0.0016;0.0014;0.0006;0.0018;0;0;0.0017;0.0001;0.0066;0;0.0002;0.0046;0.0009;0.0264;0.0005;0.0272;0;0.0018;0.0341;0.0034;0;0.0009;0;0.0017;0;0;0.0011;0.0049;0.0003;0.0023;0.0032;0;0;0;0;0.0016;0;0;0;0.0003;0;0.0002;0.0004
Corynebacterium pseudotuberculosis;0;0;0;0;0;0.0002;0;0;0;0;0.002;0;0;0;0.0003;0;0;0.0003;0;0.0035;0.0008;0;0;0.0005;0;0;0;0.0005;0;0;0.0017;0;0;0.0005;0.0004;0;0;0;0;0.0096;0;0.0002;0.0124;0;0;0;0.001;0.0007;0.0003;0.0018;0.0003;0.0049;0.0007;0.0001;0;0.0004;0;0.0024;0;0;0.0006;0.0001;0;0;0;0.0012;0.0003;0;0;0;0;0;0.0058;0;0;0;0;0;0;0.001;0;0;0;0.0001;0;0;0;0;0;0;0;0
Corynebacterium phocae;0;0;0.0002;0.0005;0.0003;0.0002;0.021;0.0002;0;0;0.0031;0.0001;0;0;0.0066;0;0;0.0014;0;0.0011;0;0;0;0;0;0.0015;0.0007;0.0003;0;0.0006;0.0019;0.0001;0.0009;0;0.0013;0;0;0.0035;0.0005;0.0017;0.0579;0.0002;0.0116;0;1.0133;0;0.0004;0.0103;0.0022;0.004;0.002;0.0023;0.0059;0.0001;0;0.0023;0.0002;0.0043;0.0004;0.0008;0.0027;0;0.0433;0.0024;0.0139;0;0.0009;0.0341;0;0;0.0033;0;0.0032;0.004;0.0003;0.001;0.0028;0;0.0006;0.0144;0;0;0;0.0003;0.0005;0.0008;0.0014;0;0;0;0;0.0056
Corynebacterium mustelae;0;0;0;0.0002;0.0002;0.0003;0;0.0002;0;0;0.0067;0;0;0;0.0017;0;0;0.0001;0;0.0024;0.0026;0;0;0;0;0.0017;0;0.0001;0;0.0004;0;0;0;0.0004;0;0;0;0.0003;0;0.0012;0.011;0;0.0019;0;0.38;0;0.001;0.0002;0.0026;0.0028;0.0005;0.0012;0.0061;0;0.0007;0.0001;0;0.0043;0.0003;0.0001;0.0022;0;0.0025;0;0;0;0;0.0419;0;0;0;0.0001;0.0027;0;0;0;0;0;0;0.0009;0;0;0;0.0005;0.0002;0;0;0;0;0;0;0
Corynebacterium maris;0;0.0001;0;0.0002;0;0.0004;0;0.0027;0;0;0.0003;0.0003;0;0.0001;0;0;0;0.001;0;0.0011;0;0;0;0;0;0.0044;0;0.0004;0;0.001;0.0017;0.0001;0.0014;0.001;0.006;0;0.0024;0.0013;0.0241;0.0069;0.2311;0.0005;0.007;0.0376;0;0.0006;0.0089;0.0031;0.006;0.0099;0.0051;0.0049;0.0033;0.0001;0.0008;0.0012;0;0.0049;0.0029;0.0003;0.0152;0.0002;0.0986;0;0.0081;0.0407;0.0017;0.1296;0.2069;0.0002;0.0054;0.0002;0.0032;0.0321;0;0.001;0.002;0;0;0.0078;0;0.0001;0;0.0002;0.0005;0;0;0;0;0;0.0007;0
Corynebacterium marinum;0;0;0;0.0002;0;0.0004;0;0.0008;0;0;0;0.0001;0;0.0001;0.0003;0;0;0.0013;0;0.0004;0.0007;0;0;0;0;0.0037;0;0.0005;0;0.0002;0.0013;0;0.0005;0.0022;0.0007;0;0;0.0021;0.0048;0.0012;0.0333;0.0005;0.0533;0.0268;0.0847;0;0.0022;0;0.0014;0.0047;0.0002;0.0013;0.0022;0.0001;0.0009;0.0005;0.0003;0.0073;0.0008;0.0002;0.0041;0.0002;0.0494;0.0005;0.0037;0.0096;0.0005;0.0227;0.0374;0;0.0022;0;0.0006;0.0257;0;0.0007;0.0018;0.0001;0.0006;0.0035;0;0;0;0.0002;0;0;0;0.0001;0;0;0.0003;0.0004
Corynebacterium lactis;0;0.0001;0.0002;0.0003;0;0.0008;0;0.0007;0;0;0.0131;0.0004;0;0;0.0053;0;0;0;0;0;0;0;0;0;0.0001;0.0065;0;0.001;0.0003;0.0003;0.0002;0;0;0.0007;0.004;0;0.0016;0.0068;0.0015;0.0046;0.085;0.0003;0.0455;0.2268;0.6846;0.0003;0.0024;0.0026;0.0022;0.0069;0.0042;0.0039;0.0019;0.0001;0;0.002;0;0.0047;0.0004;0.0003;0.0082;0.0003;0.0279;0.0007;0.0174;0.005;0.0024;0.1796;0;0.0002;0.0037;0;0.0011;0.0161;0.0003;0.004;0.0071;0;0.0018;0.0071;0;0;0;0;0.0032;0;0;0;0.0003;0;0.0001;0.0008
Corynebacterium kutscheri;0;0.0001;0;0;0;0.0005;0;0;0;0;0.001;0.0001;0;0;0.0003;0;0;0;0;0.0009;0;0;0.0001;0;0;0;0;0;0;0.0004;0.0005;0.0001;0;0;0.0008;0;0.0009;0.0004;0.0101;0;0.0421;0;0;0;0.0391;0;0;0.0017;0.0066;0.0006;0.0005;0.0003;0.0017;0;0;0.0004;0;0.0013;0;0.0002;0.0013;0.0002;0.0694;0;0.0246;0.0024;0.0003;0.0151;0.0038;0;0.001;0;0.0051;0.152;0;0;0.0007;0;0.0004;0.0006;0;0;0;0.0002;0.002;0.0004;0;0;0;0;0;0.0005
Corynebacterium kroppenstedtii;0;0.0004;0;0.0001;0.0006;0.0011;0;0.0022;0;0.0003;0.0203;0.0001;0;0;0.0014;0.0003;0.0002;0.0043;0;0.0191;0.1018;0;0;0.0002;0;0.0043;0;0.0005;0;0.0054;0.0009;0;0.0104;0.0015;0.0038;0;0.0055;0.0007;0.0069;0.0056;0.0608;0.0002;0.0898;0;1.4521;0.0005;0.0046;0.0029;0.003;0.0056;0.007;0.0052;0.0017;0.0001;0.0028;0.0012;0;0.0075;0.0038;0.0002;0.0099;0.0009;0.0948;0.0033;0.025;0.0045;0.0111;0.1476;0.0326;0.0004;0.0038;0.0002;0.0203;0.1828;0.001;0.003;0.0093;0.0004;0.001;0.0089;0.0001;0;0;0.0002;0.0025;0;0.0023;0;0;0;0;0.0109
Corynebacterium jeikeium;0;0;0;0.0003;0.0003;0.0005;0;0.0003;0;0;0.0003;0.0006;0;0.0001;0.0006;0;0;0.0037;0;0.0017;0.0044;0.0006;0;0.0003;0;0.0023;0.0004;0.0024;0.0003;0.0012;0;0;0.0005;0.0007;0.0008;0.0002;0.0009;0.0022;0.0034;0.0046;0.0553;0.0012;0.0262;0;0.0075;0.0005;0.0073;0.0029;0.0023;0.0017;0.0005;0.0016;0.0021;0.0002;0;0.0012;0.0002;0.0023;0.0002;0.0004;0.0031;0.0001;0;0;0.0013;0.0034;0.0051;0.0313;0.0072;0;0;0.0002;0.0214;0.0045;0;0;0.0042;0.0002;0.0014;0.0034;0;0.0001;0;0.0001;0.0017;0.0002;0.0003;0;0;0.0002;0.0002;0.0023
Corynebacterium imitans;0;0.0001;0.0002;0.001;0.0003;0.0009;0.0227;0.0045;0.0007;0;0.0203;0.0004;0;0;0.0025;0;0;0.0089;0;0.0004;0;0;0;0;0.0002;0.006;0;0.0002;0.0003;0.0047;0.0011;0;0.001;0.0034;0.0025;0;0.0052;0.0129;0.0125;0.0103;0.3042;0.0003;0.0882;0.1088;0.8827;0.0019;0.0109;0.004;0.015;0.0054;0.0084;0.0145;0.0161;0.0003;0.0018;0.0034;0;0.0215;0.0019;0.0003;0.0206;0.0002;0.0502;0;0.0188;0.0011;0.0067;0.217;0.0069;0;0.0049;0;0.0006;0.0044;0;0.0064;0.0138;0.0004;0.0023;0.012;0;0;0;0.0001;0.0008;0.0002;0;0;0.0003;0;0.0003;0
Corynebacterium humireducens;0;0.0001;0;0.0003;0;0.0017;0;0.0035;0;0;0.0088;0.0001;0;0;0.0087;0;0.0001;0.001;0;0.0008;0.0007;0.0005;0;0.0004;0.0002;0.0061;0.0006;0.0013;0.0001;0.0015;0.0028;0.0001;0.0005;0.0014;0.0245;0;0;0.0057;0.012;0.0105;0.1756;0.0003;0.0108;0.4035;0.5836;0.0001;0.0184;0.0044;0.0044;0.0154;0.0046;0.0051;0.0049;0;0.0017;0.0005;0.0002;0.0053;0.001;0.0002;0.0146;0.0001;0.1506;0.0008;0.0012;0.0031;0.0032;0.1193;0.0066;0;0.0081;0;0.0129;0.1543;0;0.002;0.0091;0.0004;0.0019;0.0096;0;0;0;0.0013;0.001;0.0002;0.0005;0;0;0.0002;0.001;0.0037
Corynebacterium halotolerans;0;0.0001;0.0002;0.0004;0.0002;0.002;0;0.0067;0;0;0.0038;0.0005;0;0.0001;0.0013;0;0;0.004;0;0.0042;0.0023;0;0;0;0;0.0151;0;0.0004;0.0002;0.0036;0;0;0;0.0024;0.0065;0;0.0021;0.0014;0.0116;0.0163;0.2528;0.0007;0.0247;0.089;0;0.0005;0.0161;0.0038;0.0126;0.0136;0.009;0.0083;0.0037;0.0002;0.0029;0.0047;0.0003;0.0119;0.0003;0.0003;0.0096;0.0002;0.2603;0.0002;0.0144;0;0.0021;0.3135;0.0057;0;0.0128;0;0.0029;0.0285;0.0003;0.0017;0.0058;0.0001;0.0011;0.0031;0;0.0001;0;0.0003;0.0013;0;0;0;0.0002;0;0.0014;0.005
Corynebacterium glyciniphilum;0;0;0;0.0006;0;0.0011;0.0166;0.0008;0;0;0.0283;0.0001;0;0;0.005;0;0;0.0003;0;0.0009;0;0;0;0.0002;0;0.0023;0;0.0005;0;0.0013;0;0;0.0011;0.0011;0.0034;0;0.0006;0;0.0032;0.0068;0.1059;0.0014;0.011;0.8452;0;0.0001;0.0058;0.0027;0.0053;0.0043;0.0025;0.0058;0.0019;0.0002;0.0007;0.0004;0;0.0041;0.0002;0.0005;0.0125;0.0003;0.071;0;0.0156;0;0.0004;0.0709;0;0;0.0056;0;0.0047;0.2739;0;0.0003;0.0002;0.0002;0.0005;0.0004;0;0;0;0.0001;0.002;0;0;0;0;0;0.0012;0.0006
Corynebacterium glutamicum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0;0;0;0;0;0;0;0;0.0015;0;0;0;0;0;0;0;0;0;0;0.0027;0.0013;0.0017;0;0.0187;0;0;0;0;0;0.0003;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0.001;0;0.0002;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0.0021;0;0;0;0;0;0;0
Corynebacterium glaucum;0;0.0001;0;0.0006;0;0.0022;0;0.0083;0;0;0.0185;0.0005;0;0;0.0028;0;0;0.0044;0;0.0024;0.0007;0;0;0.0001;0;0.0097;0;0.0006;0.0003;0.0033;0.0028;0;0.001;0.0003;0.0088;0;0.0018;0;0.0111;0.1186;0.3443;0.001;0.0282;0.3049;0.1316;0.0012;0.0116;0.0069;0.0094;0.012;0.0125;0.0152;0.0077;0.0005;0;0.0034;0.0001;0.009;0.0011;0.001;0.027;0.0001;0.2934;0.0005;0.0026;0.0275;0.0021;0.2422;0.1409;0;0.0073;0;0.006;0.0089;0;0.0015;0.0038;0.0004;0.0017;0.0018;0;0;0;0.0005;0.0011;0;0;0;0.0003;0;0.0023;0.0009
Corynebacterium frankenforstense;0;0.0001;0;0.0009;0;0.0043;0.0224;0.007;0;0;0.0621;0.0003;0;0.0001;0.007;0.0001;0.0002;0.0056;0;0.0043;0;0;0;0.0004;0.0002;0.0153;0;0.0009;0.0001;0.0037;0.0007;0.0001;0.002;0.0056;0.0131;0;0.0009;0.0489;0.0182;0.0332;0.4566;0.0007;0.1563;1.9701;0.0141;0.0018;0.0216;0.0079;0.0159;0.02;0.0102;0.0122;0.009;0.0003;0.0044;0.0023;0.0001;0.0267;0.0021;0.0013;0.0267;0.002;0.2772;0.0005;0.0346;0.0064;0.003;0.3001;0.0102;0;0.0128;0;0.0225;0.2619;0;0.0021;0.0197;0.0005;0.0019;0.0087;0;0.0001;0;0.0006;0.004;0;0;0;0.0004;0;0.0008;0.006
Corynebacterium flavescens;0;0;0;0.0005;0;0.0014;0;0.0007;0;0;0.0092;0.0002;0;0;0.001;0;0;0.0083;0;0.0007;0.0006;0.0001;0;0.0002;0;0.0027;0;0.0003;0.0001;0.0039;0.0038;0.0002;0.0005;0.0017;0.0013;0;0.0016;0.0181;0.0192;0.0041;0.2559;0;0.0867;0.1139;0;0.0004;0.0061;0.0037;0.0097;0.0025;0.0067;0.0062;0.0078;0.0002;0.0033;0.0013;0.0001;0.0028;0.003;0.0008;0.0099;0.0002;0.1121;0.0007;0.014;0.0492;0.0031;0.0494;0.283;0;0.0046;0.0002;0.0038;0.0081;0.0006;0.0043;0.0117;0.0004;0.0009;0.0112;0;0;0;0.0003;0.0007;0.0002;0;0;0.0003;0;0.0016;0.0012
Corynebacterium falsenii;0;0.0001;0;0.0004;0.0003;0.0012;0;0.0005;0;0;0.0189;0.0004;0.0001;0;0.0018;0;0;0.0035;0;0.0019;0;0;0;0;0;0.0058;0;0.0009;0.0004;0.0065;0.0004;0;0.001;0.0009;0.0083;0;0.0008;0;0.0094;0.0138;0.1712;0.0002;0.0265;0.769;0.4125;0.001;0.0071;0.0035;0.0039;0.0041;0.0083;0.0051;0.0031;0.0002;0.0009;0.0034;0.0002;0.0038;0.0002;0.0005;0.0062;0.0004;0.0738;0.0008;0.018;0.001;0.0054;0.2521;0;0;0.003;0;0;0.1169;0;0.0041;0.0121;0.0001;0.0044;0.0104;0;0;0;0.0004;0.0003;0;0;0;0.0003;0;0.0006;0.0029
Corynebacterium epidermidicanis;0;0;0;0.0001;0.0008;0.0004;0;0.0018;0;0.0001;0.0044;0.0001;0;0;0.0063;0;0;0.0005;0.001;0.006;0;0.0004;0;0;0;0.0021;0;0.0003;0;0.0034;0.0009;0;0;0.0026;0.0034;0;0;0.0103;0.0021;0.0119;0.0782;0.0003;0.0144;0.2204;0.636;0;0.0038;0.0021;0.006;0.002;0.0005;0.0054;0.002;0;0.0017;0.001;0;0.0022;0.0004;0.0003;0.0028;0.0004;0.0128;0;0.0346;0.001;0.0032;0.077;0;0;0.0026;0;0.0017;0.0706;0;0.002;0.0053;0.0002;0.0044;0.005;0;0;0;0.0001;0.0018;0;0;0;0.0003;0.0001;0.0001;0
Corynebacterium efficiens;0;0;0;0.0001;0;0.0004;0;0.0013;0;0.0001;0.0078;0.0001;0;0;0.0029;0;0;0.0001;0;0.0006;0;0;0;0;0;0.0008;0;0;0;0.0004;0.0017;0;0.0004;0.002;0.0003;0;0.0007;0;0.0115;0.0028;0.0394;0.001;0.0216;0.2994;0.4621;0.0005;0.0021;0.002;0.0049;0.0004;0.0043;0.0012;0.0012;0.0003;0;0.0015;0.0001;0.0037;0.0003;0.0001;0.0014;0.0001;0.0328;0.0006;0.001;0.0176;0.0023;0.0922;0.1156;0.0001;0.0051;0;0.0014;0.0107;0;0.0012;0.0058;0.0001;0.0008;0.0105;0;0;0;0.0002;0.0013;0;0.0006;0;0;0;0.0004;0.0021
Corynebacterium doosanense;0;0;0;0.0002;0;0.0021;0;0.002;0;0;0.0006;0.0001;0;0;0.0003;0;0.0001;0.0025;0;0.0027;0;0.0001;0;0.0004;0;0.0052;0;0.0007;0;0.0026;0.0004;0.0001;0;0.002;0.0052;0;0;0.012;0.012;0.0069;0.0742;0;0.0798;0.7446;0.0207;0.0007;0.0084;0.0059;0.0042;0.0062;0.0078;0.0037;0.0025;0.0001;0;0.0015;0.0001;0.0039;0.0014;0.0002;0.0045;0.0001;0.0836;0.0008;0.0229;0.0031;0.0047;0.1795;0.0266;0;0.0077;0;0.0006;0.2887;0.0003;0.0024;0.0106;0.0001;0.0016;0.0068;0;0.0001;0;0.0001;0.001;0.0005;0;0;0;0.0001;0.0001;0.0013
Corynebacterium diphtheriae;0;0.0007;0;0.0033;0;0.0004;0.0234;0.0011;0;0;0;0.0002;0;0;0.0014;0;0;0.0007;0;0.0012;0.0014;0.0006;0;0;0.0003;0.0147;0.0004;0.0003;0.0001;0.0032;0;0;0.0005;0.0035;0;0;0.0027;0.0032;0.0067;0.0187;0.0896;0.0002;0.0195;0;0.0518;0.0009;0.0185;0.0054;0.0222;0.053;0.0064;0.004;0.0103;0.0001;0.0028;0.0036;0.0001;0.0061;0.0009;0.0052;0.1159;0.0005;0.9496;0;0.0013;0;0.0048;0.1237;0.0071;0;0.0005;0.0013;0.003;0.0135;0;0.0026;0.007;0.0002;0.001;0.0073;0;0.0012;0;0.0001;0.0003;0;0;0;0;0;0.0002;0
