Species;SRR3284698_CF;SRR3284701_CF;SRR3284702_CF;SRR3284703_CF;SRR3284706_CF;SRR3286490_CF;SRR3286491_CF;SRR3286492_CF;SRR3286493_CF;SRR3286494_CF;SRR3286495_CF
 Enterobacter;0;0;0;0;0;0;0;0;0.00005;0;0
Neisseria gonorrhoeae;0.0006;0.00059;0.00049;0.00039;0.00039;0.0002;0;0;0;0;0
Bradyrhizobium ottawaense;0;0;0;0;0.00002;0;0;0.00003;0;0;0
Microbacterium foliorum;0;0;0;0;0;0;0;0;0;0;0
Novosphingobium aromaticivorans;0;0;0.00006;0;0.00012;0;0;0;0;0;0
Corynebacterium jeikeium;0;0;0;0;0;0;0;0;0;0;0
Janibacter indicus;0;0;0;0;0;0;0.00006;0;0;0;0
Curtobacterium pusillum;0;0;0;0;0;0;0;0.00011;0;0;0
Mycolicibacterium alvei;0;0;0;0;0;0;0;0.00008;0;0;0
Haemophilus pittmaniae;0;0.00079;0.00216;0;0.00324;0.00108;0.00938;0;0;0;0
Hafnia alvei;0;0;0;0;0;0;0;0;0;0;0
Streptomyces seoulensis;0;0;0;0;0;0;0;0.00007;0;0;0
Propionibacterium acidifaciens;0;0;0;0.00014;0;0.00014;0.00014;0.00021;0;0;0
Bacillus cytotoxicus;0;0;0;0;0;0;0;0;0;0;0
Crinalium epipsammum;0;0;0;0;0;0;0;0.00016;0;0;0
Blattabacterium cuenoti;0.00076;0.00042;0;0;0;0;0;0;0;0;0
Streptomyces alboniger;0;0;0;0;0;0;0;0.00005;0;0;0
Pluralibacter gergoviae;0;0;0;0;0;0;0;0;0;0;0
Alcanivorax borkumensis;0;0;0;0;0;0;0;0.00007;0;0;0.00007
Actinomyces naeslundii;0;0;0.0007;0;0.00521;0.00233;0.0017;0;0;0.00014;0
Brenneria rubrifaciens;0;0;0;0;0.00021;0;0;0;0;0;0
Thioflavicoccus mobilis;0.00005;0;0;0;0;0;0;0.00011;0;0.00005;0
Zymobacter palmae;0;0;0;0;0;0;0;0.00014;0;0;0
Paracoccus liaowanqingii;0;0;0;0;0;0.00007;0;0;0;0;0
Acinetobacter lwoffii;0;0;0;0;0;0;0;0.00013;0;0;0
Dehalobacter restrictus;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas tetraodonis;0;0;0;0;0.00006;0;0;0;0;0;0
Dolichospermum flos;0;0.00004;0;0;0;0;0;0.00017;0;0;0
Maritalea myrionectae;0;0;0;0;0;0;0;0.00013;0;0;0
Altererythrobacter namhicola;0;0.00008;0;0;0;0;0;0.00025;0;0;0
Variovorax paradoxus;0.00038;0;0;0;0;0;0;0;0;0;0
Rothia mucilaginosa;0.0001;0.00009;0;0.00616;0.00588;0.00131;0.04793;0.0421;0.02364;0;0
Arthrobacter phage;0;0;0;0;0;0;0;0;0;0;0
Francisella tularensis;0;0;0;0;0;0;0;0;0;0;0
Proteus mirabilis;0.00005;0;0;0;0;0;0;0;0;0;0
Pectobacterium odoriferum;0;0;0;0;0;0;0;0;0;0;0
Aquifex aeolicus;0;0.00014;0;0;0;0;0;0.00056;0;0;0
Natrialbaceae archaeon;0;0;0;0;0;0;0;0.00011;0;0;0
Hymenobacter swuensis;0;0;0;0;0;0;0;0.00035;0;0;0
Lactobacillus gastricus;0;0;0;0;0.00023;0;0;0;0;0;0
Human betaherpesvirus;0.03542;0.0458;0.03495;0.04334;0.04301;0.04439;0.04595;0.0464;0.02435;0.03769;0.05029
Pseudoalteromonas agarivorans;0;0;0;0;0;0;0;0;0.00006;0;0
Marisediminicola antarctica;0;0;0;0;0;0;0;0.00032;0;0;0
Pseudomonas trivialis;0;0;0;0.00007;0;0;0;0;0;0;0
Human herpesvirus;0.05626;0.00426;0;0;0;0;0.06224;0.0014;0;0;0
Thermus parvatiensis;0;0;0;0;0;0;0.00023;0;0;0;0
Myxococcus stipitatus;0;0;0;0;0.00002;0;0;0.00015;0;0;0
Alcaligenes faecalis;0.00006;0.00005;0.00005;0;0;0;0;0;0;0;0
Staphylococcus felis;0;0;0;0;0;0;0;0.00018;0;0;0
Bordetella bronchiseptica;0.00012;0.00008;0.00004;0;0;0;0;0;0;0;0
Bifidobacterium pseudocatenulatum;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus arlettae;0;0;0;0;0;0.00008;0.00008;0.00074;0;0;0
Geobacillus subterraneus;0;0;0;0;0;0;0.00006;0;0;0;0
Arcanobacterium haemolyticum;0;0;0;0;0;0;0;0;0;0;0
Nocardiopsis gilva;0;0;0;0;0;0;0;0.00007;0;0;0
Roseburia intestinalis;0;0;0.00005;0;0;0;0.00019;0.00024;0;0.00019;0
Fusobacterium pseudoperiodonticum;0;0;0;0;0;0;0;0;0;0.0013;0.00065
Indioceanicola profundi;0;0;0;0;0.00006;0;0;0;0;0;0
lactis strain;0.05441;0.00025;0.0002;0.0001;0.00008;0;0;0;0;0;0
Rhodobacter sphaeroides;0;0;0;0;0;0;0;0;0;0;0
Spiroplasma tabanidicola;0;0;0;0;0;0;0;0.00051;0;0;0
Vibrio rotiferianus;0;0;0;0;0;0;0;0;0;0;0
Cellulosilyticum lentocellum;0;0;0;0;0.00005;0.00005;0.00009;0.00014;0;0;0
Vagococcus carniphilus;0;0;0;0;0;0.00014;0.00029;0.00144;0.00007;0;0
Parabacteroides distasonis;0;0;0;0;0;0;0;0;0;0;0
Rhodobacteraceae bacterium;0.00008;0;0;0;0;0;0;0;0;0;0
Marinobacter adhaerens;0;0;0;0;0;0;0;0.00005;0;0;0
Cupriavidus pinatubonensis;0;0;0;0;0;0;0;0;0;0;0
Mycoplasmopsis columbina;0;0;0;0;0;0;0;0.00028;0;0;0
Pseudomonadaceae bacterium;0;0;0;0;0;0;0;0.00004;0;0;0
Clostridium butyricum;0.00006;0;0;0;0;0;0;0;0;0;0
Neisseria meningitidis;0.0001;0.0001;0.0001;0;0;0;0;0;0;0;0
Caulobacter crescentus;0;0;0;0;0;0;0;0.00005;0;0;0
Paraburkholderia terricola;0.00005;0;0;0;0;0;0;0;0;0;0
Phaeobacter porticola;0;0;0;0;0;0.00006;0.00006;0;0;0;0
Shewanella bicestrii;0;0;0;0;0;0;0;0.00009;0;0;0
Neisseria zoodegmatis;0;0;0.00017;0;0;0;0;0;0;0;0
Actinomyces oris;0;0;0.00099;0;0.00655;0.00275;0.00205;0;0;0.00021;0.00014
Moraxella osloensis;0;0;0;0;0;0;0;0;0;0;0
Chryseobacterium camelliae;0;0;0.0001;0;0;0.00015;0.0001;0.0001;0;0;0
Paracoccus zhejiangensis;0;0;0;0;0;0;0;0.00011;0;0;0
Actinobacteria bacterium;0.00014;0;0;0;0;0;0;0;0;0;0
Treponema azotonutricium;0;0;0;0;0;0;0;0.00011;0;0.00006;0
Gramella forsetii;0;0;0;0;0;0;0;0.00006;0;0;0
Citrobacter portucalensis;0;0;0;0;0;0;0;0;0;0;0
Enterococcus wangshanyuanii;0;0;0;0;0;0;0.00017;0.00147;0;0;0
Octadecabacter arcticus;0;0;0;0.00004;0;0;0;0.00008;0;0;0
Litorilituus sediminis;0;0;0;0.00005;0;0;0.00005;0;0;0;0
Streptococcus milleri;0.00092;0;0.00091;0;0.00068;0;0;0;0.00173;0;0.04592
Burkholderia latens;0.00847;0.00097;0.00028;0;0;0;0;0;0;0;0
Microbacterium phage;0;0;0;0;0;0;0;0;0;0;0
Pseudonocardia dioxanivorans;0;0;0;0;0;0;0;0.00006;0;0;0
Jeotgalibacillus malaysiensis;0.00012;0.00012;0;0.00006;0;0.00012;0;0.00019;0;0;0
Thiomicrorhabdus aquaedulcis;0;0;0;0;0;0;0;0.00018;0;0;0
Croceicoccus marinus;0;0;0;0;0;0;0;0;0;0;0
Rhodococcus hoagii;0;0;0;0;0;0;0;0;0;0;0
Prevotella enoeca;0;0.00053;0.00127;0;0.00052;0.00015;0.00407;0.00327;0;0.00052;0
Aminipila butyrica;0;0;0;0;0.00006;0;0;0;0;0.00006;0
Paenibacillus durus;0;0;0;0;0;0;0;0;0;0;0
Planktomarina temperata;0;0;0;0;0;0;0;0.00013;0;0;0
Enterobacter kobei;0;0;0;0;0;0;0;0;0;0;0
Stackebrandtia nassauensis;0;0;0;0;0;0;0;0.00006;0;0;0
Planctomycetes bacterium;0.00002;0;0;0;0;0;0;0;0;0;0
Vibrio campbellii;0;0;0;0;0;0;0;0;0;0;0
Rhodococcus pyridinivorans;0;0;0;0;0;0;0;0;0;0;0
Planococcus kocurii;0;0;0;0;0;0;0.00006;0.00063;0;0;0
Pantoea vagans;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas hortorum;0;0;0;0;0;0;0;0;0;0;0
Burkholderia stagnalis;0.00166;0.00106;0;0;0;0;0;0;0;0;0
Neisseria mucosa;0;0;0.0111;0.00609;0.05519;0.05372;0;0;0.01406;0.00008;0.00357
Pseudomonas alkylphenolica;0;0;0;0;0;0;0;0;0;0;0
Paenibacillus baekrokdamisoli;0;0;0.00003;0;0;0;0.00003;0.00006;0;0;0
Thermococcus chitonophagus;0.00011;0;0;0;0.00011;0;0;0;0;0;0.00011
Methanosarcina vacuolata;0;0;0;0;0;0;0;0.0001;0;0;0
Desulfosarcina widdelii;0;0;0;0;0;0;0;0.00012;0;0;0
Dechloromonas aromatica;0;0;0;0;0;0;0;0.00014;0;0;0
Bacteroides ovatus;0;0;0;0;0;0;0;0;0.00006;0;0
Mesoplasma tabanidae;0;0;0;0;0.00025;0;0;0.00026;0;0;0
Streptococcus periodonticum;0;0;0.00068;0;0;0.00259;0.00102;0.00069;0;0;0
Petrocella atlantisensis;0;0;0;0;0;0;0;0.00012;0;0;0
Klebsiella phage;0.00515;0;0;0;0;0;0;0;0;0;0
Vibrio alfacsensis;0;0;0;0;0;0;0;0;0.00007;0;0
Aerococcus viridans;0;0;0;0;0.0001;0;0.00039;0.00208;0;0;0
Streptococcus sobrinus;0;0;0;0;0;0;0;0;0;0;0
Borreliella valaisiana;0;0;0;0;0;0;0;0.00024;0;0;0
reesei QM6a;0.00024;0.00016;0.00016;0.00013;0.00005;0.00005;0;0.00024;0.00016;0.00014;0.0001
Streptomyces chartreusis;0;0;0;0;0;0;0;0;0;0;0
Nitrosomonas ureae;0;0;0;0;0;0;0.00007;0;0;0;0
Rhizobium oryzihabitans;0;0;0;0;0;0;0;0;0;0;0
Campylobacter phage;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium pulveris;0;0;0;0;0;0;0;0.00008;0;0;0
Sphaerochaeta coccoides;0;0;0;0;0.0001;0.0001;0.0001;0;0;0;0.0001
Haliangium ochraceum;0.00002;0;0;0;0;0;0.00002;0.00005;0;0;0
Spiroplasma citri;0.0004;0;0;0;0;0;0;0;0;0;0
Maribacter cobaltidurans;0;0;0;0;0;0;0;0.00009;0;0;0
Paraburkholderia aromaticivorans;0;0;0;0;0;0;0;0;0;0;0
Spirochaeta africana;0;0;0;0;0;0;0.00007;0.00013;0;0;0
Paraburkholderia caffeinilytica;0.0001;0;0;0;0;0;0;0;0;0;0
Staphylococcus lutrae;0;0;0;0;0;0;0;0.00017;0;0;0
Streptococcus gwangjuense;0;0.00141;0.01988;0;0.00304;0.00435;0.0154;0.00838;0;0.00272;0.00154
Tenericutes bacterium;0;0;0;0;0.0001;0;0;0;0;0;0
Octadecabacter temperatus;0;0;0;0;0;0.00007;0;0;0;0;0
Brevundimonas subvibrioides;0;0;0;0;0;0;0;0.00025;0;0;0
Sinorhizobium medicae;0;0;0;0;0;0;0;0.00012;0;0;0
Proteiniphilum saccharofermentans;0;0;0;0;0;0;0.00005;0.00089;0;0;0
Advenella mimigardefordensis;0;0;0;0;0;0;0.00009;0;0;0;0
Sphingobacterium thalpophilum;0;0.00004;0;0;0.00007;0.00004;0.00004;0.00007;0;0;0
Planococcus dechangensis;0;0;0;0;0;0.00007;0;0.00027;0;0;0
Christensenella minuta;0;0;0;0;0;0;0.00015;0;0;0;0
Mycoplasma cynos;0;0;0;0;0;0;0;0;0;0;0
Serratia plymuthica;0;0;0;0;0;0;0;0;0;0;0
Treponema denticola;0;0;0.00045;0;0;0;0;0;0;0.00008;0
Haemophilus influenzae;0.00011;0;0;0;0;0;0;0;0;0;0
Staphylococcus delphini;0;0;0;0;0;0;0.00008;0.00031;0;0;0
Bacillus lentus;0;0;0;0;0;0;0;0.00005;0;0;0
Bacillus vietnamensis;0;0;0;0;0;0;0.00005;0.00005;0.00005;0;0
Tateyamaria omphalii;0;0;0.00006;0;0;0;0;0;0;0;0
Aggregatibacter aphrophilus;0;0;0;0;0;0.00009;0;0;0;0;0.00094
Lachnospiraceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Chelatococcus daeguensis;0;0;0;0;0;0;0.00006;0;0;0;0
Staphylococcus simulans;0;0;0;0;0;0;0;0;0;0;0
Methylocystis heyeri;0;0;0;0;0;0;0;0.00038;0;0;0
Anaerococcus mediterraneensis;0;0;0;0;0;0;0;0.00021;0;0;0.00021
Deinococcus ficus;0;0;0;0;0;0;0;0.00008;0;0;0
Haemophilus parahaemolyticus;0;0;0.15644;0;0.0002;0;0.64115;0.00021;0;0;0
Halanaerobium praevalens;0;0;0.00009;0;0;0;0;0.00047;0;0;0
Gloeothece verrucosa;0;0;0;0;0;0;0;0.00021;0;0.00007;0
Clostridium beijerinckii;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus phage;0;0;0;0;0;0;0;0;0;0;0
Bacillus thuringiensis;0.00159;0.00086;0.0008;0.00073;0.00066;0.00065;0.00064;0.00062;0.00057;0.00053;0.00051
Spiroplasma monobiae;0;0;0;0;0;0;0;0.00049;0;0;0
Streptococcus pyogenes;0.00011;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium poriferae;0;0;0;0;0;0;0;0.00004;0;0;0
Renibacterium salmoninarum;0;0;0;0;0;0;0;0;0;0;0
Minicystis rosea;0;0;0;0;0;0;0;0.00009;0;0;0
Corynebacterium matruchotii;0;0;0.00127;0;0.0003;0;0;0.00008;0;0.00007;0
Gramella flava;0;0;0;0;0;0;0.00005;0.00011;0;0;0
Tepidiforma bonchosmolovskayae;0;0;0;0;0;0;0;0.00008;0;0;0
Peptococcaceae bacterium;0;0;0;0;0;0;0.00003;0;0;0;0
Butyricimonas faecalis;0;0;0;0;0;0;0.00009;0.00049;0;0;0
Gimesia maris;0;0;0;0;0.00003;0;0;0;0;0;0
Halogeometricum borinquense;0;0;0;0;0;0;0;0;0;0;0
Kocuria rosea;0;0;0;0;0;0;0;0;0;0;0
Sphingomonas lutea;0;0;0;0;0;0;0;0.00027;0;0;0
Acidibrevibacterium fodinaquatile;0;0;0;0;0;0;0;0.00011;0;0;0
Aquisphaera giovannonii;0;0;0;0;0;0;0;0.00004;0;0;0
Citrobacter werkmanii;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium frankenforstense;0;0;0;0;0.00008;0;0;0;0;0;0
Streptococcus macedonicus;0;0;0;0;0;0.0004;0.00081;0.00031;0;0;0
Corynebacterium argentoratense;0;0;0;0;0;0.00011;0;0.00011;0;0;0
Kocuria varians;0;0;0;0;0;0;0;0.00015;0;0;0
Sphingomonas rhizophila;0;0;0;0;0;0;0;0.00026;0;0;0
Mannheimia varigena;0;0;0;0;0;0;0;0;0;0;0
Streptococcus viridans;0;0.00387;0.00472;0;0.00139;0.0089;0.04096;0.00141;0;0.00011;0.00043
Helicobacter felis;0;0;0;0.00013;0;0;0;0;0;0.00013;0
Vibrio metschnikovii;0;0;0;0;0;0;0;0;0;0;0
Streptomyces fodineus;0;0;0;0;0;0.00002;0;0.00007;0;0;0
Lactobacillus backii;0;0;0;0;0;0.00008;0;0;0;0;0
Mycobacterium haemophilum;0;0;0;0;0;0;0;0.00005;0;0;0
Anaerohalosphaera lusitana;0;0;0;0;0;0;0;0.00015;0;0;0
terrestris NRRL;0.0008;0.00052;0.00032;0.0003;0.00025;0.00023;0.00034;0.00024;0.0002;0.00014;0.00009
Scandinavium goeteborgense;0;0;0;0;0;0;0;0;0;0.00005;0
Archaeoglobus veneficus;0;0;0;0;0;0;0;0.00023;0;0;0
Ferrovibrio terrae;0;0;0;0;0;0;0;0.0001;0;0;0
Alteromonas australica;0;0;0;0;0;0;0;0;0;0;0
Pseudomonas mosselii;0;0;0;0;0;0;0;0;0.00007;0.00004;0
Flavobacterium branchiophilum;0;0;0;0.00006;0;0;0;0.00012;0;0;0.00006
Paraburkholderia tropica;0.00191;0.00033;0;0;0;0;0;0;0;0;0
Mycolicibacterium chitae;0;0;0;0;0;0;0;0;0;0;0
Comamonas koreensis;0;0;0;0.00008;0;0;0;0;0;0;0
Nitrosopumilus ureiphilus;0;0;0;0;0;0;0;0.0002;0;0;0
Pseudomonas citronellolis;0;0;0;0;0;0;0.00006;0;0.00009;0;0.00003
Streptomyces cyaneochromogenes;0;0;0;0.00002;0;0;0;0.00004;0;0;0
Genus Species;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell;perHumanCell
Saccharothrix syringae;0;0;0;0;0;0;0.00002;0.00004;0;0;0
Staphylococcus agnetis;0;0;0;0;0;0;0.00009;0.00009;0;0;0
Arcobacter halophilus;0;0.00008;0;0.00008;0;0;0;0.00015;0;0;0
Arcobacter mytili;0;0;0;0;0;0;0.00008;0;0;0;0
Suicoccus acidiformans;0;0;0;0;0;0;0.00017;0.00093;0;0;0
Microcystis aeruginosa;0.00017;0;0;0;0;0;0.00008;0.00004;0;0;0
1 1;2.07542;2.06246;2.08519;2.04537;2.03479;2.06261;2.05028;2.11298;2.08535;2.11005;2.06652
1 2;2.12162;2.06502;2.131;2.0866;2.08202;2.11389;2.07576;2.10321;2.12748;2.12403;2.12796
1 3;2.12983;2.08375;2.12139;2.09749;2.08383;2.1303;2.07584;2.11409;2.12059;2.12968;2.14161
1 4;2.17514;2.1062;2.18015;2.11123;2.08673;2.13132;2.09974;2.12207;2.13664;2.16367;2.16342
Colwellia beringensis;0;0;0.00005;0;0;0;0;0.00009;0;0;0
1 5;2.16854;2.10395;2.15927;2.11353;2.09648;2.14457;2.09528;2.13006;2.15512;2.15152;2.1543
1 6;2.12907;2.09489;2.12367;2.08787;2.07357;2.12024;2.07801;2.10631;2.11797;2.15167;2.12846
1 7;2.1162;2.06431;2.12175;2.0725;2.08614;2.13161;2.07295;2.08731;2.1214;2.11524;2.11712
1 8;2.14987;2.08974;2.14381;2.09528;2.10451;2.14693;2.09399;2.12637;2.13024;2.13706;2.1471
1 9;1.90685;1.86147;1.86191;1.82935;1.85439;1.87822;1.86592;1.8818;1.87539;1.88722;1.87725
Caldicellulosiruptor bescii;0;0;0;0.00007;0;0;0;0;0.00015;0;0
Tumebacillus algifaecis;0;0;0;0;0;0;0;0.00005;0;0;0
Atopobiaceae bacterium;0;0;0;0;0;0;0.0001;0.0002;0;0;0
Bacillus thermoamylovorans;0;0;0.00005;0;0;0;0.00021;0.00011;0;0;0
Fusobacterium nucleatum;0.00021;0.00021;0.00017;0;0;0;0;0;0;0;0
Yangia pacifica;0;0;0;0;0.00032;0.00024;0;0;0.00016;0;0
Erythrobacter litoralis;0;0;0;0;0;0;0;0;0;0;0
Bacillus oceanisediminis;0;0;0;0;0.00004;0;0;0.00016;0;0;0
Streptococcus vestibularis;0;0.00011;0.00231;0;0.00253;0.00055;0.0264;0.00022;0;0.00044;0.00022
lipolytica WSH;0.00037;0.00031;0.0001;0.00005;0;0;0;0.00016;0.0001;0.00006;0
1 X;1.08838;2.06869;1.07538;2.07847;2.06361;1.08606;2.06149;1.10331;1.07731;1.0806;1.09574
Geosporobacter ferrireducens;0;0;0;0;0;0;0;0.00015;0;0;0
1 Y;0.88187;0.14747;0.8927;0.14415;0.15652;1.06758;0.15619;1.31546;1.02278;0.9736;0.92008
Serinicoccus profundi;0;0;0;0;0;0;0.00012;0.00013;0;0;0
Streptomyces griseoviridis;0;0;0;0;0;0;0;0;0.00002;0;0
Sulfodiicoccus acidiphilus;0;0;0;0;0;0;0;0.00018;0;0;0
Herminiimonas arsenicoxydans;0;0;0;0.00013;0;0;0;0.00044;0;0;0
Pediococcus claussenii;0;0;0;0;0;0;0;0;0;0;0
Labrys neptuniae;0;0;0;0;0;0;0.0001;0;0;0;0.00004
Cronobacter dublinensis;0;0;0.00015;0;0.00024;0.00005;0.00019;0;0;0;0
Vulgatibacter incomptus;0;0;0;0;0;0;0;0.00015;0;0;0
Streptomyces antibioticus;0;0;0;0;0;0;0;0.00005;0;0;0
Phreatobacter stygius;0;0;0;0;0.00003;0;0;0.00012;0;0;0
Pantoea ananatis;0.00005;0.00005;0;0;0;0;0;0;0;0;0
Mycolicibacterium rhodesiae;0;0;0;0;0;0;0;0.00003;0;0;0
Streptomyces paludis;0;0;0;0;0;0;0;0.00003;0;0;0
Erysipelothrix inopinata;0;0;0;0;0;0.0001;0.00019;0.00029;0;0;0
Aeromonas veronii;0;0;0;0;0;0;0;0;0;0;0
Corynebacterium lactis;0;0;0;0;0;0;0.00008;0;0;0;0
Corynebacterium glutamicum;0;0;0;0;0;0;0;0;0;0;0
Euhalothece natronophila;0.00007;0;0;0;0;0.00006;0;0.00013;0;0;0.00007
Pelagibaca abyssi;0;0;0.0002;0.00005;0.00015;0.00005;0.0002;0;0;0;0.00005
Alkalitalea saponilacus;0;0;0.00004;0;0;0;0.00005;0.00027;0;0;0
Polaribacter reichenbachii;0;0;0;0;0;0;0.00005;0.00021;0;0;0
Yersinia ruckeri;0;0;0;0;0;0;0;0;0;0;0
Campylobacter geochelonis;0;0.0001;0;0;0;0;0;0;0;0;0
Desulfovibrio alaskensis;0;0;0;0;0;0;0;0.00012;0;0;0
Cohnella abietis;0;0;0;0;0;0;0.00003;0;0;0;0
Xenorhabdus hominickii;0;0;0;0;0;0;0;0.0001;0;0;0
Acetobacter senegalensis;0;0;0;0;0;0;0;0;0;0;0.00006
Sinorhizobium americanum;0;0;0;0;0.00006;0;0;0;0;0;0
Emcibacter congregatus;0;0;0;0;0;0;0;0.00016;0;0;0
Staphylococcus capitis;0;0;0;0;0;0;0;0;0.00009;0;0
Bordetella genomosp.;0;0;0;0;0;0;0;0;0;0;0
Salmonella bongori;0;0;0;0;0;0;0;0;0;0.00005;0
Alistipes communis;0;0;0;0;0;0;0;0;0;0;0
Rubrobacter indicoceani;0;0;0;0;0;0;0;0.00015;0;0;0
Nocardia wallacei;0;0;0;0;0;0;0;0.00028;0;0;0
Massilia albidiflava;0;0;0;0;0;0;0;0.00006;0;0;0
Paraburkholderia terrae;0.00007;0;0;0;0;0;0;0;0.00007;0;0
Xanthomonas arboricola;0;0;0;0;0;0;0;0;0;0;0
Treponema phagedenis;0;0;0;0;0;0;0.00006;0;0;0;0
Synechococcus phage;0;0;0;0;0;0;0;0;0;0;0
Alkalihalobacillus krulwichiae;0;0;0;0;0;0.00005;0;0.00033;0;0;0
Pseudomonas lurida;0;0;0;0;0;0;0;0;0;0;0
Mycolicibacterium aurum;0;0;0;0;0;0;0;0;0;0;0
Bacillus aryabhattai;0;0;0;0;0;0;0;0.00009;0;0;0
Paracoccus sanguinis;0;0;0;0;0.00007;0.00013;0;0;0;0;0
Treponema pedis;0;0;0;0;0;0;0;0;0;0.00015;0
Steroidobacter denitrificans;0;0;0;0;0;0;0;0.00013;0;0;0
Mycoplasma hyopneumoniae;0.00023;0;0;0;0;0;0;0;0;0;0
Janthinobacterium lividum;0;0;0.00003;0;0;0;0;0;0;0;0
Roseiflexus castenholzii;0;0;0;0;0;0;0;0.00008;0;0;0
Bordetella avium;0;0;0;0;0;0;0;0;0;0;0
Clostridiaceae bacterium;0;0.00015;0;0;0;0;0;0.00015;0;0;0
Lactococcus raffinolactis;0.00009;0;0;0;0;0;0;0;0;0;0
Psychrobacter alimentarius;0;0;0;0;0;0;0.00006;0.0002;0;0;0
Methylocella silvestris;0;0;0;0;0;0;0;0.0003;0;0;0
Methanococcus aeolicus;0;0;0;0;0;0;0;0.00028;0;0;0
Lactobacillus gasseri;0.00023;0.0002;0.0002;0;0;0;0;0;0;0;0
Lactobacillus iners;0;0;0;0;0;0;0;0;0;0;0
gamma proteobacterium;0;0;0.00009;0;0;0;0;0.00009;0;0;0
Leuconostoc citreum;0;0;0;0;0;0;0;0;0;0;0
Streptomyces rectiverticillatus;0;0;0;0;0;0;0;0.00006;0;0;0
Macrococcus caseolyticus;0;0;0;0;0;0;0;0;0;0;0
Succinivibrio dextrinosolvens;0;0.00006;0;0;0;0.00006;0;0;0.00006;0;0
Pantoea agglomerans;0;0;0;0;0;0;0;0;0;0;0
Enterococcus gallinarum;0;0;0;0;0;0;0;0;0;0;0.00013
Kushneria marisflavi;0;0;0;0;0;0;0;0.00012;0;0;0
Gemmatimonas phototrophica;0;0;0;0;0;0;0;0.00009;0;0;0
Mycoplasma maculosum;0;0;0;0;0;0;0;0.00048;0;0;0
Campylobacter fetus;0;0;0;0;0;0;0;0;0;0;0
Helicobacter pullorum;0;0;0;0;0;0;0;0.00013;0;0;0
Bordetella parapertussis;0.00004;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas tunicata;0;0;0;0;0;0;0;0;0;0;0
Clostridioides difficile;0.00011;0.00005;0.00005;0.00005;0.00005;0.00005;0;0;0;0;0
Micropruina glycogenica;0;0;0;0;0;0;0;0.00011;0;0;0
Caulobacter henricii;0;0;0;0;0;0;0;0.00011;0;0;0
Mesoplasma chauliocola;0;0;0;0.00025;0;0;0;0;0;0;0
Pedobacter cryoconitis;0.00004;0;0;0;0;0;0.00004;0;0;0;0
Limosilactobacillus fermentum;0.0001;0;0;0;0;0;0;0;0;0;0
Gordonia iterans;0;0;0;0;0;0;0;0.00016;0;0;0
Methanolacinia petrolearia;0;0;0;0;0;0;0;0;0.00008;0;0
Clostridium isatidis;0;0;0;0;0;0;0.00008;0.00045;0;0;0
Ottowia oryzae;0;0;0;0;0;0;0.00011;0;0;0;0
Bacillus filamentosus;0;0;0;0;0;0.00004;0.00004;0.00036;0;0;0
Marinobacter similis;0;0;0;0;0;0;0;0.00011;0;0;0
Kineococcus radiotolerans;0;0;0;0;0;0;0;0.00009;0;0;0
Streptomyces bingchenggensis;0;0;0;0;0;0;0;0.00004;0;0;0
Lactobacillus acidipiscis;0;0;0;0;0;0;0;0.00058;0;0;0
Corynebacterium endometrii;0;0;0;0;0;0;0;0.00018;0;0;0
Pelagibacterium halotolerans;0;0;0;0;0;0;0;0;0;0;0
Beijerinckiaceae bacterium;0;0;0;0;0;0;0;0;0;0;0
Zoogloeaceae bacteirum;0.00014;0;0;0;0;0;0;0;0;0;0
Streptococcus equinus;0;0;0;0;0;0;0;0.00021;0;0;0
Bifidobacterium indicum;0;0;0;0;0;0;0;0.00013;0;0;0
Rhodococcus triatomae;0;0;0;0;0;0;0;0;0;0;0
Psychrobacter cryohalolentis;0;0;0;0;0;0;0;0;0;0;0
Dyadobacter fermentans;0;0;0.00003;0;0;0;0;0.00044;0.00003;0;0
Sulfitobacter pontiacus;0;0;0;0;0;0;0.00007;0;0;0;0
Olleya aquimaris;0;0;0;0;0;0;0.00006;0.00006;0;0;0
Neisseria animaloris;0;0;0.00009;0;0;0;0;0;0;0;0
Clostridium pasteurianum;0;0;0;0;0;0;0;0;0;0;0
Natronococcus occultus;0;0;0;0;0;0;0;0.00011;0;0;0
Aquitalea magnusonii;0;0;0;0;0;0.00009;0;0.00018;0.00004;0;0
Bacillus gibsonii;0;0;0;0;0;0;0;0.00011;0;0;0
Pseudoalteromonas atlantica;0;0;0;0;0;0;0;0;0;0;0
Rickettsia felis;0;0;0;0;0;0;0;0;0;0.00014;0
Lactobacillus sakei;0;0;0;0;0;0;0;0;0;0;0
Mycoplasma putrefaciens;0;0;0;0;0;0;0;0;0;0;0
